gene	gene_id	pathway	C_name	B_name	A_name
HK3	3101	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
HK1	3098	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
HK2	3099	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
HKDC1	80201	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
GCK	2645	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
GPI	2821	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
PFKM	5213	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
PFKP	5214	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
PFKL	5211	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
FBP1	2203	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
FBP2	8789	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ALDOC	230	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ALDOA	226	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ALDOB	229	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
TPI1	7167	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
GAPDH	2597	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
GAPDHS	26330	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
PGK2	5232	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
PGK1	5230	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
PGAM1	5223	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
PGAM2	5224	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
PGAM4	441531	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ENO3	2027	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ENO2	2026	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ENO1	2023	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ENO4	387712	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
PKM	5315	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
PKLR	5313	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
PDHA2	5161	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
PDHA1	5160	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
PDHB	5162	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
DLAT	1737	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
DLD	1738	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
PDHX	8050	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
LDHAL6A	160287	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
LDHAL6B	92483	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
LDHA	3939	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
LDHB	3945	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
LDHC	3948	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ADH1A	124	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ADH1B	125	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ADH1C	126	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ADH7	131	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ADH4	127	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ADH5	128	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ADH6	130	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
AKR1A1	10327	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ALDH2	217	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ALDH3A2	224	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ALDH1B1	219	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ALDH7A1	501	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ALDH9A1	223	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ALDH3B1	221	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ALDH3B2	222	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ALDH1A3	220	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ALDH3A1	218	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ACSS1	84532	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ACSS2	55902	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
GALM	130589	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
PGM1	5236	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
PGM2	55276	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
G6PC	2538	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
G6PC2	57818	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
G6PC3	92579	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
ADPGK	83440	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
BPGM	669	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
MINPP1	9562	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
PCK1	5105	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
PCK2	5106	hsa00010	Glycolysis / Gluconeogenesis	Carbohydrate metabolism	Metabolism
CS	1431	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
ACLY	47	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
ACO2	50	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
ACO1	48	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
IDH1	3417	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
IDH2	3418	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
IDH3B	3420	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
IDH3G	3421	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
IDH3A	3419	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
OGDHL	55753	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
OGDH	4967	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
DLST	1743	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
DLD	1738	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
SUCLG1	8802	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
SUCLG2	8801	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
SUCLA2	8803	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
SDHA	6389	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
SDHB	6390	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
SDHC	6391	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
SDHD	6392	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
FH	2271	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
MDH1	4190	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
MDH2	4191	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
PC	5091	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
PCK1	5105	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
PCK2	5106	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
PDHA2	5161	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
PDHA1	5160	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
PDHB	5162	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
DLAT	1737	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
PDHX	8050	hsa00020	Citrate cycle (TCA cycle)	Carbohydrate metabolism	Metabolism
GPI	2821	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
G6PD	2539	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
PGLS	25796	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
H6PD	9563	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
PGD	5226	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
RPE	6120	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
RPEL1	729020	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
TKT	7086	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
TKTL2	84076	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
TKTL1	8277	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
TALDO1	6888	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
RPIA	22934	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
DERA	51071	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
RBKS	64080	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
PGM1	5236	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
PGM2	55276	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
PRPS1L1	221823	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
PRPS2	5634	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
PRPS1	5631	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
RGN	9104	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
IDNK	414328	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
GLYCTK	132158	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
ALDOC	230	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
ALDOA	226	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
ALDOB	229	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
FBP1	2203	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
FBP2	8789	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
PFKM	5213	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
PFKP	5214	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
PFKL	5211	hsa00030	Pentose phosphate pathway	Carbohydrate metabolism	Metabolism
GUSB	2990	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
KL	9365	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
UGT2A1	10941	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
UGT2A3	79799	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
UGT2B17	7367	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
UGT2B11	10720	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
UGT2B28	54490	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
UGT1A6	54578	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
UGT1A4	54657	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
UGT1A1	54658	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
UGT1A3	54659	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
UGT2B10	7365	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
UGT1A9	54600	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
UGT2B7	7364	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
UGT1A10	54575	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
UGT1A8	54576	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
UGT1A5	54579	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
UGT2B15	7366	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
UGT1A7	54577	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
UGT2B4	7363	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
UGT2A2	574537	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
UGDH	7358	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
UGP2	7360	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
AKR1A1	10327	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
CRYL1	51084	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
RPE	6120	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
RPEL1	729020	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
XYLB	9942	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
AKR1B1	231	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
AKR1B10	57016	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
DCXR	51181	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
SORD	6652	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
DHDH	27294	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
ISPD	729920	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism	Metabolism
MPI	4351	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
PMM2	5373	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
PMM1	5372	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
GMPPB	29925	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
GMPPA	29926	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
GMDS	2762	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
TSTA3	7264	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
FPGT	8790	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
FUK	197258	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
ENOSF1	55556	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
HK3	3101	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
HK1	3098	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
HK2	3099	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
HKDC1	80201	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
PFKM	5213	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
PFKP	5214	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
PFKL	5211	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
FBP1	2203	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
FBP2	8789	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
PFKFB1	5207	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
PFKFB2	5208	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
PFKFB3	5209	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
PFKFB4	5210	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
TIGAR	57103	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
KHK	3795	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
SORD	6652	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
AKR1B1	231	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
AKR1B10	57016	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
ALDOC	230	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
ALDOA	226	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
ALDOB	229	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
TPI1	7167	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
TKFC	26007	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism	Metabolism
GALM	130589	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
GALK1	2584	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
GALT	2592	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
GALE	2582	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
UGP2	7360	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
PGM1	5236	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
PGM2	55276	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
HK3	3101	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
HK1	3098	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
HK2	3099	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
HKDC1	80201	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
GCK	2645	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
G6PC	2538	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
G6PC2	57818	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
G6PC3	92579	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
GLB1	2720	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
LCT	3938	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
LALBA	3906	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
B4GALT1	2683	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
B4GALT2	8704	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
GLA	2717	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
AKR1B1	231	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
AKR1B10	57016	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
PFKM	5213	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
PFKP	5214	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
PFKL	5211	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
MGAM	8972	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
MGAM2	93432	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
GAA	2548	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
GANC	2595	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
SI	6476	hsa00052	Galactose metabolism	Carbohydrate metabolism	Metabolism
UGDH	7358	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism	Metabolism
UGT2A1	10941	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism	Metabolism
UGT2A3	79799	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism	Metabolism
UGT2B17	7367	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism	Metabolism
UGT2B11	10720	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism	Metabolism
UGT2B28	54490	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism	Metabolism
UGT1A6	54578	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism	Metabolism
UGT1A4	54657	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism	Metabolism
UGT1A1	54658	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism	Metabolism
UGT1A3	54659	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism	Metabolism
